対局日,期,棋戦,備考,ブロック,回戦,局,先手の勝敗,先手,後手,後手の勝敗,千日手,放送日
2024-08-20,,王位戦,予選,,,,○,石田直裕,小山怜央,●,千日手,
2024-08-20,,王位戦,予選,,,,○,大平武洋,北島忠雄,●,,
2024-08-20,,王位戦,予選,,,,○,星野良生,高野智史,●,,
2024-08-20,,王座戦,一次予選,,,,●,安用寺孝功,池永天志,○,,
2024-08-20,,朝日杯,一次予選,,,,●,戸辺誠,井出隼平,○,,
2024-08-20,,新人戦,,,,,○,服部慎一郎,廣森航汰,●,,
2024-08-20,,青流戦,,,,,●,山川泰熙,岡部怜央,○,,
2024-08-20,,青流戦,,,,,●,森本才跳,岡部怜央,○,千日手,
2024-08-20,33,銀河戦,予選,,,,●,船江恒平,平藤眞吾,○,,
2024-08-20,33,銀河戦,予選,,,,○,竹内雄悟,島本亮,●,,
2024-08-20,33,銀河戦,予選,,,,●,北浜健介,竹内雄悟,○,,
2024-08-20,32,銀河戦,決勝トーナメント,,1,8,●,豊島将之,伊藤匠,○,,2024-11-28
2024-08-20,32,銀河戦,決勝トーナメント,,2,4,○,森内俊之,伊藤匠,●,,2024-12-12
2024-08-21,10,叡王戦,予選,,,,●,屋敷伸之,佐藤天彦,○,,
2024-08-21,,王位戦,予選,,,,●,木下浩一,黒沢怜生,○,,
2024-08-21,,王位戦,予選,,,,●,小倉久史,佐藤慎一,○,,
2024-08-21,,王位戦,予選,,,,●,高橋道雄,上村亘,○,,
2024-08-21,,王位戦,予選,,,,○,小山直希,田村康介,●,,
2024-08-21,,王位戦,予選,,,,○,阿部光瑠,日浦市郎,●,,
2024-08-21,,王位戦,予選,,,,○,渡辺正和,富岡英作,●,,
2024-08-21,,王位戦,予選,,,,●,古森悠太,黒田尭之,○,,
2024-08-21,,王位戦,予選,,,,●,柵木幹太,長岡裕也,○,,
2024-08-21,,王座戦,一次予選,,,,○,齊藤裕也,小林裕士,●,,
2024-08-21,,新人戦,,,,,●,狩山幹生,上野裕寿,○,,
2024-08-21,33,銀河戦,予選,,,,○,山本博志,斎藤明日斗,●,,
2024-08-21,33,銀河戦,予選,,,,○,都成竜馬,宮嶋健太,●,,
2024-08-22,83,順位戦,B級1組,,,,○,佐藤康光,広瀬章人,●,,
2024-08-22,83,順位戦,B級1組,,,,●,近藤誠也,石井健太郎,○,,
2024-08-22,83,順位戦,B級1組,,,,○,大石直嗣,三浦弘行,●,,
2024-08-22,83,順位戦,B級1組,,,,●,大橋貴洸,糸谷哲郎,○,,
2024-08-22,83,順位戦,B級1組,,,,●,羽生善治,斎藤慎太郎,○,,
2024-08-22,83,順位戦,B級1組,,,,●,澤田真吾,高見泰地,○,,
2024-08-22,,王位戦,予選,,,,●,渡辺大夢,神谷広志,○,,
2024-08-22,,王位戦,予選,,,,○,福崎文吾,宮嶋健太,●,,
2024-08-22,,王座戦,一次予選,,,,●,高橋佑二郎,長谷部浩平,○,,
2024-08-22,74,王将戦,二次予選,,,,●,高田明浩,西田拓也,○,,
2024-08-22,,朝日杯,一次予選,,,,○,八代弥,阿部健治郎,●,,
2024-08-22,,朝日杯,一次予選,,,,○,石川優太,宮本広志,●,,
2024-08-22,,達人戦,予選,,,,●,窪田義行,行方尚史,○,,
2024-08-22,,達人戦,予選,,,,○,行方尚史,中村修,●,,
2024-08-22,33,銀河戦,予選,,,,●,田中悠一,小山怜央,○,,
2024-08-22,33,銀河戦,予選,,,,●,先崎学,小山怜央,○,,
2024-08-22,33,銀河戦,予選,,,,●,徳田拳士,黒田尭之,○,,
2024-08-22,33,銀河戦,予選,,,,○,増田裕司,脇謙二,●,,
2024-08-22,33,銀河戦,予選,,,,○,村山慈明,増田裕司,●,,
2024-08-23,83,順位戦,A級,,3,,○,千田翔太,菅井竜也,●,,
2024-08-23,10,叡王戦,予選,,,,●,佐藤和俊,佐々木大地,○,,
2024-08-23,,王位戦,予選,,,,●,伊藤真吾,島朗,○,,
2024-08-23,,王位戦,予選,,,,○,瀬川晶司,藤森哲也,●,,
2024-08-23,,王位戦,予選,,,,○,三枚堂達也,増田康宏,●,,
2024-08-23,,王位戦,予選,,,,●,近藤正和,梶浦宏孝,○,,
2024-08-23,,王位戦,予選,,,,○,今泉健司,有森浩三,●,,
2024-08-23,,王位戦,予選,,,,○,浦野真彦,山本真也,●,,
2024-08-23,,王座戦,一次予選,,,,●,村田智弘,福間香奈,○,,
2024-08-23,,棋聖戦,一次予選,,,,○,千葉幸生,狩山幹生,●,,
2024-08-23,,棋聖戦,一次予選,,,,○,千葉幸生,阿部隆,●,,
2024-08-23,,朝日杯,一次予選,,,,○,郷田真隆,木村一基,●,,
2024-08-23,,朝日杯,一次予選,,,,●,山川泰熙,郷田真隆,○,,
2024-08-23,,朝日杯,一次予選,,,,●,星野良生,岡部怜央,○,,
2024-08-23,33,銀河戦,予選,,,,●,岡崎洋,塚田泰明,○,,
2024-08-23,33,銀河戦,予選,,,,●,塚田泰明,鈴木大介,○,,
2024-08-23,33,銀河戦,予選,,,,○,横山泰明,佐藤秀司,●,,
2024-08-26,,棋王戦,挑決トーナメント,,,,○,近藤誠也,狩山幹生,●,,
2024-08-26,74,NHK杯,本戦,,2,7,●,佐々木慎,増田康宏,○,,2024-09-22
2024-08-26,74,NHK杯,本戦,,2,8,○,梶浦宏孝,広瀬章人,●,,2024-09-29
2024-08-26,33,銀河戦,予選,,,,●,本田奎,佐藤和俊,○,,
2024-08-27,,王位戦,予選,,,,●,高崎一生,佐々木勇気,○,,
2024-08-27,,王位戦,予選,,,,○,横山友紀,平藤眞吾,●,,
2024-08-27,,王位戦,予選,,,,○,澤田真吾,宮本広志,●,,
2024-08-27,,王位戦,予選,,,,○,小林裕士,島本亮,●,,
2024-08-27,,王座戦,一次予選,,,,●,黒田尭之,西川和宏,○,,
2024-08-27,,王座戦,一次予選,,,,●,村田顕弘,石川優太,○,,
2024-08-27,,朝日杯,一次予選,,,,●,高橋道雄,伊藤匠,○,,
2024-08-27,,王位戦,第5局,,,,○,藤井聡太,渡辺明,●,,
2024-08-27,33,銀河戦,予選,,,,●,今泉健司,服部慎一郎,○,,
2024-08-28,37,竜王戦,4組 昇決,,,,●,飯島栄治,石井健太郎,○,,
2024-08-28,37,竜王戦,4組 昇決,,,,○,佐藤紳哉,村山慈明,●,,
2024-08-28,,王位戦,予選,,,,●,杉本昌隆,阿部隆,○,,
2024-08-28,,王位戦,予選,,,,○,藤原直哉,竹内雄悟,●,,
2024-08-28,,王位戦,予選,,,,●,畠山鎮,糸谷哲郎,○,,
2024-08-28,,達人戦,予選,,,,●,瀬川晶司,深浦康市,○,,
2024-08-28,33,銀河戦,予選,,,,●,宮田敦史,岡部怜央,○,,
2024-08-28,33,銀河戦,予選,,,,●,神崎健二,村田智弘,○,,
2024-08-28,33,銀河戦,予選,,,,○,村田智弘,畠山成幸,●,,
2024-08-29,37,竜王戦,6組 昇決,,,,●,上村亘,山本博志,○,,
2024-08-29,,王位戦,予選,,,,○,佐藤康光,中村太地,●,,
2024-08-29,,王位戦,予選,,,,○,堀口一史座,岡崎洋,●,,
2024-08-29,,王位戦,予選,,,,□,南芳一,中田功,■,,
2024-08-29,,王位戦,予選,,,,●,脇謙二,井田明宏,○,,
2024-08-29,,達人戦,予選,,,,●,北島忠雄,野月浩貴,○,,
2024-08-29,,達人戦,予選,,,,○,屋敷伸之,野月浩貴,●,,
2024-08-29,,達人戦,予選,,,,○,森下卓,先崎学,●,,
2024-08-29,,達人戦,予選,,,,○,木下浩一,富岡英作,●,,
2024-08-29,,達人戦,予選,,,,○,森下卓,木下浩一,●,,
2024-08-29,,達人戦,予選,,,,○,日浦市郎,高野秀行,●,,
2024-08-29,,達人戦,予選,,,,○,中川大輔,飯塚祐紀,●,,
2024-08-29,,達人戦,予選,,,,○,中川大輔,日浦市郎,●,,
2024-08-29,33,銀河戦,予選,,,,○,遠山雄亮,藤井猛,●,,
2024-08-29,33,銀河戦,予選,,,,○,戸辺誠,石田直裕,●,,
2024-08-29,33,銀河戦,予選,,,,○,西田拓也,池永天志,●,,
2024-08-29,33,銀河戦,予選,,,,○,杉本昌隆,折田翔吾,●,,
2024-08-30,37,竜王戦,6組 昇決,,,,●,佐藤秀司,柵木幹太,○,,
2024-08-30,37,竜王戦,6組 昇決,,,,○,岡部怜央,長沼洋,●,,
2024-08-30,83,順位戦,A級,,3,,○,永瀬拓矢,稲葉陽,●,,
2024-08-30,10,叡王戦,予選,,,,●,高野智史,黒沢怜生,○,,
2024-08-30,10,叡王戦,予選,,,,○,黒沢怜生,渡辺和史,●,,
2024-08-30,10,叡王戦,予選,,,,○,佐々木慎,片上大輔,●,,
2024-08-30,,王位戦,予選,,,,●,田中悠一,長谷部浩平,○,,
2024-08-30,,棋王戦,挑決トーナメント,,,,○,本田奎,高見泰地,●,,
2024-08-30,74,王将戦,二次予選,,,,●,斎藤慎太郎,広瀬章人,○,,
2024-08-30,,朝日杯,一次予選,,,,○,金井恒太,西尾明,●,,
2024-08-30,,達人戦,予選,,,,●,泉正樹,塚田泰明,○,,
2024-08-30,,達人戦,予選,,,,○,三浦弘行,勝又清和,●,,
2024-08-30,,達人戦,予選,,,,○,三浦弘行,塚田泰明,●,,
2024-08-30,,達人戦,予選,,,,●,小倉久史,近藤正和,○,,
2024-08-30,,達人戦,予選,,,,○,郷田真隆,近藤正和,●,,
2024-08-30,33,銀河戦,予選,,,,○,行方尚史,星野良生,●,,
2024-08-30,33,銀河戦,予選,,,,□,有森浩三,中田功,■,,
2024-08-30,33,銀河戦,予選,,,,○,古賀悠聖,有森浩三,●,,
2024-08-31,,JT杯,,,,,●,豊島将之,渡辺明,○,,
2024-09-02,,達人戦,予選,,,,●,松本佳介,岡崎洋,○,,
2024-09-02,,達人戦,予選,,,,○,森内俊之,岡崎洋,●,,
2024-09-02,,青流戦,,,,,●,是枝直樹,生垣寛人,○,,
2024-09-02,,青流戦,,,,,○,岡部怜央,生垣寛人,●,,
2024-09-02,,青流戦,,,,,○,上野裕寿,狩山幹生,●,,
2024-09-02,,青流戦,,,,,○,上野裕寿,古井丈大,●,,
2024-09-02,33,銀河戦,予選,,,,○,青嶋未来,中村亮介,●,,
2024-09-03,83,順位戦,C級1組,,4,,●,船江恒平,先崎学,○,,
2024-09-03,83,順位戦,C級1組,,4,,○,斎藤明日斗,真田圭一,●,,
2024-09-03,83,順位戦,C級1組,,4,,○,飯島栄治,飯塚祐紀,●,,
2024-09-03,83,順位戦,C級1組,,4,,●,金井恒太,野月浩貴,○,,
2024-09-03,83,順位戦,C級1組,,4,,○,門倉啓太,北島忠雄,●,,
2024-09-03,83,順位戦,C級1組,,4,,○,窪田義行,三枚堂達也,●,,
2024-09-03,83,順位戦,C級1組,,4,,●,千葉幸生,藤本渚,○,,
2024-09-03,83,順位戦,C級1組,,4,,●,阿部隆,高田明浩,○,,
2024-09-03,83,順位戦,C級1組,,4,,○,佐藤和俊,畠山鎮,●,,
2024-09-03,83,順位戦,C級1組,,4,,●,畠山成幸,冨田誠也,○,,
2024-09-03,83,順位戦,C級1組,,4,,○,片上大輔,宮本広志,●,,
2024-09-03,83,順位戦,C級1組,,4,,○,都成竜馬,村田顕弘,●,,
2024-09-03,83,順位戦,C級1組,,4,,●,出口若武,黒田尭之,○,,
2024-09-03,83,順位戦,C級1組,,4,,○,古森悠太,中村修,●,,
2024-09-03,83,順位戦,C級1組,,4,,○,阿部健治郎,井上慶太,●,,
2024-09-03,83,順位戦,C級1組,,4,,●,阪口悟,宮田敦史,○,,
2024-09-03,83,順位戦,C級1組,,4,,○,西田拓也,西尾明,●,,
2024-09-04,,王座戦,第1局,,,,●,永瀬拓矢,藤井聡太,○,,
2024-09-04,83,順位戦,B級2組,,4,,●,屋敷伸之,中川大輔,○,,
2024-09-04,83,順位戦,B級2組,,4,,○,丸山忠久,渡辺和史,●,,
2024-09-04,83,順位戦,B級2組,,4,,○,藤井猛,及川拓馬,●,,
2024-09-04,83,順位戦,B級2組,,4,,○,鈴木大介,杉本昌隆,●,,
2024-09-04,83,順位戦,B級2組,,4,,○,木村一基,横山泰明,●,,
2024-09-04,83,順位戦,B級2組,,4,,○,阿久津主税,高崎一生,●,,
2024-09-04,83,順位戦,B級2組,,4,,○,戸辺誠,佐々木慎,●,,
2024-09-04,83,順位戦,B級2組,,4,,○,行方尚史,谷川浩司,●,,
2024-09-04,83,順位戦,B級2組,,4,,○,郷田真隆,久保利明,●,,
2024-09-04,83,順位戦,B級2組,,4,,○,北浜健介,深浦康市,●,,
2024-09-04,83,順位戦,B級2組,,4,,○,村山慈明,松尾歩,●,,
2024-09-04,83,順位戦,B級2組,,4,,●,伊藤匠,服部慎一郎,○,,
2024-09-04,83,順位戦,B級2組,,4,,●,古賀悠聖,青嶋未来,○,,
2024-09-04,10,叡王戦,予選,,,,●,齊藤裕也,井田明宏,○,,
2024-09-04,10,叡王戦,予選,,,,●,井田明宏,狩山幹生,○,,
2024-09-04,74,王将戦,二次予選,,,,●,梶浦宏孝,佐々木勇気,○,,
2024-09-05,37,竜王戦,6組 昇決,,,,●,黒田尭之,増田裕司,○,,
2024-09-05,83,順位戦,B級1組,,,,○,石井健太郎,羽生善治,●,,
2024-09-05,83,順位戦,B級1組,,,,●,三浦弘行,大橋貴洸,○,,
2024-09-05,83,順位戦,B級1組,,,,●,高見泰地,近藤誠也,○,,
2024-09-05,83,順位戦,B級1組,,,,○,佐藤康光,斎藤慎太郎,●,,
2024-09-05,83,順位戦,B級1組,,,,●,山崎隆之,広瀬章人,○,,
2024-09-05,83,順位戦,B級1組,,,,○,糸谷哲郎,大石直嗣,●,,
2024-09-05,83,順位戦,C級2組,,4,,●,日浦市郎,高橋道雄,○,,
2024-09-05,83,順位戦,C級2組,,4,,○,岡部怜央,佐々木大地,●,,
2024-09-05,83,順位戦,C級2組,,4,,○,西川和宏,田中悠一,●,,
2024-09-05,83,順位戦,C級2組,,4,,○,高野智史,長谷部浩平,●,,
2024-09-05,83,順位戦,C級2組,,4,,○,高橋佑二郎,小山直希,●,,
2024-09-05,83,順位戦,C級2組,,4,,○,中村亮介,遠山雄亮,●,,
2024-09-05,83,順位戦,C級2組,,4,,○,佐藤秀司,折田翔吾,●,,
2024-09-05,83,順位戦,C級2組,,4,,○,横山友紀,小林裕士,●,,
2024-09-05,83,順位戦,C級2組,,4,,○,伊藤真吾,平藤眞吾,●,,
2024-09-05,83,順位戦,C級2組,,4,,●,石川優太,村中秀史,○,,
2024-09-05,83,順位戦,C級2組,,4,,○,今泉健司,藤森哲也,●,,
2024-09-05,83,順位戦,C級2組,,4,,●,宮嶋健太,石田直裕,○,,
2024-09-05,,王位戦,予選,,,,●,長沼洋,森本才跳,○,,
2024-09-06,37,竜王戦,6組 昇決,,,,○,徳田拳士,上野裕寿,●,,
2024-09-06,,王位戦,予選,,,,○,矢倉規広,村田智弘,●,,
2024-09-06,,王座戦,一次予選,,,,●,木下浩一,所司和晴,○,,
2024-09-06,,王座戦,一次予選,,,,○,泉正樹,小山怜央,●,,
2024-09-06,,王座戦,一次予選,,,,●,藤原直哉,竹内雄悟,○,千日手,
2024-09-06,,棋王戦,挑決トーナメント,,,,●,中村太地,渡辺明,○,,
2024-09-07,32,銀河戦,決勝トーナメント,,3,1,○,藤井聡太,佐々木勇気,●,,2024-12-17
2024-09-07,32,銀河戦,決勝トーナメント,,3,2,●,森内俊之,丸山忠久,○,,2024-12-19
2024-09-09,10,叡王戦,予選,,,,○,岡部怜央,小山怜央,●,,
2024-09-09,,朝日杯,一次予選,,,,○,本田奎,中村亮介,●,,
2024-09-09,74,NHK杯,本戦,,2,9,○,屋敷伸之,斎藤慎太郎,●,,2024-10-06
2024-09-09,74,NHK杯,本戦,,2,10,○,藤本渚,稲葉陽,●,,2024-10-13
2024-09-10,,王位戦,予選,,,,●,真田圭一,鈴木大介,○,,
2024-09-10,,棋王戦,挑決トーナメント,,,,○,増田康宏,伊藤匠,●,,
2024-09-11,37,竜王戦,3組 残決,,,,●,金井恒太,佐々木大地,○,,
2024-09-11,10,叡王戦,予選,,,,●,窪田義行,西尾明,○,,
2024-09-11,,王位戦,予選,,,,○,広瀬章人,阿久津主税,●,,
2024-09-11,,王位戦,予選,,,,○,千田翔太,渡辺正和,●,,
2024-09-11,,王位戦,予選,,,,○,阿部健治郎,郷田真隆,●,,
2024-09-11,,王位戦,予選,,,,○,松尾歩,泉正樹,●,,
2024-09-11,,王位戦,予選,,,,●,所司和晴,佐藤秀司,○,,
2024-09-11,,王座戦,一次予選,,,,●,畠山成幸,西田拓也,○,,
2024-09-11,,棋王戦,挑決トーナメント,,,,●,豊島将之,三浦弘行,○,,
2024-09-11,,棋聖戦,一次予選,,,,○,西川和宏,黒田尭之,●,,
2024-09-11,,棋聖戦,一次予選,,,,○,宮嶋健太,古森悠太,●,,
2024-09-11,,棋聖戦,一次予選,,,,○,宮嶋健太,西川和宏,●,,
2024-09-11,,朝日杯,一次予選,,,,□,片上大輔,福間香奈,■,,
2024-09-11,,朝日杯,一次予選,,,,●,伊藤真吾,石田直裕,○,,
2024-09-11,,朝日杯,一次予選,,,,○,片上大輔,石田直裕,●,,
2024-09-11,,朝日杯,一次予選,,,,●,長谷部浩平,佐藤和俊,○,,
2024-09-11,,朝日杯,一次予選,,,,○,高野智史,小山直希,●,,
2024-09-11,,朝日杯,一次予選,,,,●,佐藤和俊,高野智史,○,,
2024-09-11,,朝日杯,一次予選,,,,○,大石直嗣,柵木幹太,●,,
2024-09-11,,朝日杯,一次予選,,,,●,阿部隆,大石直嗣,○,,
2024-09-11,,朝日杯,一次予選,,,,○,出口若武,横山友紀,●,,
2024-09-11,,朝日杯,一次予選,,,,○,山崎隆之,出口若武,●,,
2024-09-12,83,順位戦,A級,,3,,○,佐々木勇気,中村太地,●,,
2024-09-12,83,順位戦,C級2組,,4,,●,本田奎,島朗,○,,
2024-09-12,83,順位戦,C級2組,,4,,○,星野良生,森下卓,●,,
2024-09-12,83,順位戦,C級2組,,4,,○,黒沢怜生,田村康介,●,,
2024-09-12,83,順位戦,C級2組,,4,,●,佐藤紳哉,阿部光瑠,○,,
2024-09-12,83,順位戦,C級2組,,4,,○,八代弥,山川泰熙,●,,
2024-09-12,83,順位戦,C級2組,,4,,●,井出隼平,梶浦宏孝,○,,
2024-09-12,83,順位戦,C級2組,,4,,○,瀬川晶司,高野秀行,●,,
2024-09-12,83,順位戦,C級2組,,4,,●,渡辺大夢,上野裕寿,○,,
2024-09-12,83,順位戦,C級2組,,4,,○,池永天志,佐藤慎一,●,,
2024-09-12,83,順位戦,C級2組,,4,,●,谷合廣紀,杉本和陽,○,,
2024-09-12,83,順位戦,C級2組,,4,,●,安用寺孝功,長岡裕也,○,,
2024-09-12,83,順位戦,C級2組,,4,,○,山本博志,徳田拳士,●,,
2024-09-12,83,順位戦,C級2組,,4,,○,牧野光則,狩山幹生,●,,
2024-09-12,83,順位戦,C級2組,,4,,●,齊藤裕也,森本才跳,○,,
2024-09-12,83,順位戦,C級2組,,4,,●,上村亘,井田明宏,○,,
2024-09-12,,王位戦,予選,,,,●,井上慶太,北浜健介,○,,
2024-09-12,,王座戦,一次予選,,,,○,岡部怜央,飯塚祐紀,●,,
2024-09-12,,王座戦,一次予選,,,,●,田中悠一,藤森哲也,○,,
2024-09-12,,王座戦,一次予選,,,,●,島本亮,増田裕司,○,,
2024-09-12,,王座戦,一次予選,,,,○,浦野真彦,長沼洋,●,,
2024-09-12,,新人戦,,,,,○,服部慎一郎,川村悠人,●,,
2024-09-13,37,竜王戦,5組 昇決,,,,●,高田明浩,竹内雄悟,○,,
2024-09-13,10,叡王戦,予選,,,,○,高崎一生,木下浩一,●,,
2024-09-13,10,叡王戦,予選,,,,○,戸辺誠,高崎一生,●,,
2024-09-13,10,叡王戦,予選,,,,○,高見泰地,松本佳介,●,,
2024-09-13,,王位戦,予選,,,,○,佐々木慎,近藤誠也,●,,
2024-09-13,,王位戦,予選,,,,●,神谷広志,渡辺和史,○,,
2024-09-13,,王位戦,予選,,,,○,高橋佑二郎,中村亮介,●,,
2024-09-13,,王位戦,予選,,,,●,今泉健司,菅井竜也,○,千日手,
2024-09-13,,王座戦,一次予選,,,,○,高橋道雄,日浦市郎,●,,
2024-09-13,,王座戦,一次予選,,,,○,塚田泰明,岡崎洋,●,,
2024-09-13,,王座戦,一次予選,,,,○,柵木幹太,矢倉規広,●,,
2024-09-13,,棋王戦,挑決トーナメント,,,,○,澤田真吾,佐藤康光,●,,
2024-09-13,,朝日杯,一次予選,,,,○,村田顕弘,船江恒平,●,,
2024-09-13,,朝日杯,一次予選,,,,●,村田顕弘,村山慈明,○,,
2024-09-14,,JT杯,,,,,○,広瀬章人,丸山忠久,●,千日手,
2024-09-17,,王位戦,予選,,,,●,片上大輔,深浦康市,○,,
2024-09-17,,王位戦,予選,,,,○,高見泰地,屋敷伸之,●,,
2024-09-17,,王位戦,予選,,,,○,上村亘,飯島栄治,●,,
2024-09-17,,王位戦,予選,,,,○,高野秀行,遠山雄亮,●,,
2024-09-17,,王位戦,予選,,,,●,西川和宏,浦野真彦,○,,
2024-09-17,,王座戦,一次予選,,,,○,南芳一,有森浩三,●,,
2024-09-17,,棋王戦,挑決トーナメント,,,,○,羽生善治,梶浦宏孝,●,,
2024-09-17,,棋聖戦,一次予選,,,,○,長岡裕也,今泉健司,●,,
2024-09-17,,棋聖戦,一次予選,,,,○,出口若武,上野裕寿,●,,
2024-09-17,,棋聖戦,一次予選,,,,○,出口若武,長岡裕也,●,,
2024-09-17,,朝日杯,一次予選,,,,○,佐々木大地,広瀬章人,●,,
2024-09-17,,朝日杯,一次予選,,,,●,日浦市郎,黒沢怜生,○,,
2024-09-17,,朝日杯,一次予選,,,,○,佐々木大地,黒沢怜生,●,,
2024-09-17,,朝日杯,一次予選,,,,●,行方尚史,伊藤匠,○,,
2024-09-17,,朝日杯,一次予選,,7,,○,伊藤匠,金井恒太,●,,
2024-09-17,,朝日杯,一次予選,,7,,●,宮嶋健太,畠山鎮,○,,
2024-09-18,,王座戦,第2局,,7,,○,藤井聡太,永瀬拓矢,●,,
2024-09-18,37,竜王戦,2組 昇決,,7,,○,三浦弘行,阿久津主税,●,,
2024-09-18,37,竜王戦,3組 昇決,,7,,●,及川拓馬,澤田真吾,○,,
2024-09-18,37,竜王戦,6組 昇決,,7,,●,大平武洋,柵木幹太,○,,
2024-09-18,83,順位戦,A級,,3,,○,佐藤天彦,豊島将之,●,,
2024-09-18,,王位戦,予選,,,,○,杉本和陽,戸辺誠,●,,
2024-09-18,,王位戦,予選,,,,●,山川泰熙,岡部怜央,○,,
2024-09-18,,王位戦,予選,,,,●,森内俊之,本田奎,○,,
2024-09-18,,王位戦,予選,,,,○,福間香奈,安用寺孝功,●,,
2024-09-18,,王位戦,予選,,,,●,徳田拳士,谷川浩司,○,,
2024-09-18,,王位戦,予選,,,,●,井田明宏,冨田誠也,○,,
2024-09-18,,王座戦,一次予選,,,,○,西山朋佳,神谷広志,●,,
